Country Name,Country Code,Indicator Name,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mongolia,MNG,GDP growth (annual %),8.900367946,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225482,2.379835807,1.168393456,5.337037933,7.225848899
Northern Mariana Islands,MNP,GDP growth (annual %),-11.0701107,-17.53112033,1.383647799,-7.692307692,0.537634409,2.406417112,3.785900783,3.522012579,28.31105711,25.56818182,-19.60784314
Mozambique,MOZ,GDP growth (annual %),7.289132316,6.31379491,6.488149646,7.403672678,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.428173661
Mauritania,MRT,GDP growth (annual %),1.079967229,-1.042081628,4.773697094,4.704066576,5.795078198,6.090258662,5.579878964,0.43458414,1.843634255,3.073258584,3.554277984
Mauritius,MUS,GDP growth (annual %),5.38696257,3.315076989,4.377203239,4.077538074,3.496118338,3.360406103,3.744575773,3.55307173,3.837932629,3.814152115,3.773818913
Malawi,MWI,GDP growth (annual %),7.639736774,8.328110276,6.874065635,4.854055109,1.885799507,5.199999998,5.700000004,2.799999999,2.484040626,4.000030517,3.5
Malaysia,MYS,GDP growth (annual %),4.831769887,-1.513528719,7.424847386,5.29391284,5.473454192,4.69372252,6.00672195,5.091515721,4.449755765,5.741829576,4.74160645
North America,NAC,GDP growth (annual %),-0.026074875,-2.575785252,2.612908888,1.704176311,2.199215423,1.888626748,2.493015433,2.664205581,1.522581812,2.290582414,2.827113773
Namibia,NAM,GDP growth (annual %),2.649811967,0.2959709,6.039249546,5.091338198,5.061682013,5.614719701,6.351677961,6.086376114,1.123168844,-0.867877052,-0.546332045
New Caledonia,NCL,GDP growth (annual %),,,,,,,,,,,
Niger,NER,GDP growth (annual %),9.587695728,-0.71267743,8.36421953,2.283008487,11.84981918,5.268414897,7.529043068,4.337072369,4.925930933,4.893436692,6.483066704
Nigeria,NGA,GDP growth (annual %),6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.805886619,1.937268069
Nicaragua,NIC,GDP growth (annual %),3.435572996,-3.292815113,4.410481398,6.316709606,6.496747299,4.926792269,4.784525323,4.792731752,4.563542212,4.6757919,-3.816060103
Netherlands,NLD,GDP growth (annual %),2.17032479,-3.666884025,1.342739444,1.551189252,-1.030354007,-0.130175229,1.42339541,1.959169691,2.191713719,2.910902584,2.597453618
Norway,NOR,GDP growth (annual %),0.476379999,-1.727020309,0.701833824,0.981469497,2.703073855,1.034072914,1.969544301,1.967128438,1.071558977,2.323258407,1.289548201
Nepal,NPL,GDP growth (annual %),6.104639142,4.53307872,4.81641465,3.421828241,4.781192258,4.128877676,5.988984661,3.322905439,0.588678499,8.223499488,6.657532668
Nauru,NRU,GDP growth (annual %),34.41929066,8.659698371,13.55082678,11.68452207,10.08655154,34.21498251,36.52409809,2.808191226,10.400004,4.154685104,5.7
New Zealand,NZL,GDP growth (annual %),-1.008893966,-0.213698243,1.539245616,2.334200273,2.225965504,2.575385988,3.715533071,3.584704514,3.645798978,3.128460789,2.773571015
OECD members,OED,GDP growth (annual %),0.249338599,-3.467372895,2.91865623,1.817445542,1.261604196,1.47541547,2.036261299,2.418409285,1.743459517,2.470110208,2.250842061
Oman,OMN,GDP growth (annual %),8.199695813,6.112453761,4.804711285,-1.108745787,9.332675576,4.372615776,2.751031637,4.741250717,4.980170972,0.266797805,1.764087549
Other small states,OSS,GDP growth (annual %),7.523197425,1.85678299,8.357985997,7.599371654,3.554564668,2.890897808,2.873356019,2.903492164,2.432229122,2.223968093,2.135339588
Pakistan,PAK,GDP growth (annual %),1.701405465,2.831658519,1.606688629,2.748405917,3.50703342,4.396456633,4.674707981,4.731147475,5.526735845,5.554276757,5.830241905
Panama,PAN,GDP growth (annual %),9.855654852,1.242992318,5.827839392,11.31373175,9.778903946,6.903272566,5.066743218,5.732763632,4.966420444,5.321230184,3.677013629
Peru,PER,GDP growth (annual %),9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.976935718
Philippines,PHL,GDP growth (annual %),4.152756843,1.14833222,7.63226478,3.659751601,6.683818881,7.064024264,6.145298786,6.066548905,6.884055037,6.677553566,6.243737742
Palau,PLW,GDP growth (annual %),-5.584784852,-6.258712711,0.288984328,4.865616251,1.841313621,-1.41418883,4.373413429,10.07512757,0.796679888,-3.517924715,1.705518583
Papua New Guinea,PNG,GDP growth (annual %),-0.296457696,6.800421281,10.1284541,1.107543597,4.657119635,3.824946266,13.54377062,9.483548563,4.077773638,3.537838983,-0.820774238
Poland,POL,GDP growth (annual %),4.249608503,2.820259759,3.606928261,5.0172352,1.607906645,1.391892321,3.318447537,3.839071339,3.063908116,4.937663245,5.148018484
Pre-demographic dividend,PRE,GDP growth (annual %),6.881243495,5.064370062,6.298283733,4.569072163,5.692376729,5.95055351,4.79880299,3.078247225,3.086084621,1.551410568,1.987983107
Puerto Rico,PRI,GDP growth (annual %),-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.65739342,-4.905626153
"Korea, Dem. People’s Rep.",PRK,GDP growth (annual %),,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),0.319247504,-3.122079079,1.73762581,-1.696165744,-4.057293817,-0.922644348,0.792191109,1.792046276,2.019485117,3.506345458,2.441266929
Paraguay,PRY,GDP growth (annual %),6.359120793,-0.257971434,11.14373579,4.249111045,-0.538512943,8.417495285,4.860890371,3.080374008,4.31290497,4.958051422,3.676623231
West Bank and Gaza,PSE,GDP growth (annual %),6.079293326,8.662535025,8.099089262,12.4136357,6.284235772,2.217422457,-0.181890997,3.428732254,4.708435256,3.14023678,0.905278232
Pacific island small states,PSS,GDP growth (annual %),1.831107649,-1.28787054,2.922925904,3.872346736,1.106296557,2.957804848,3.811361768,4.073696748,3.293138371,4.006069062,2.654473872
Post-demographic dividend,PST,GDP growth (annual %),0.222663317,-3.481274694,2.828632776,1.597082434,1.121479885,1.337298888,1.868999755,2.108656606,1.642459664,2.309646212,2.154738493
French Polynesia,PYF,GDP growth (annual %),,,,,,,,,,,
Qatar,QAT,GDP growth (annual %),17.66355638,11.95656114,19.59233153,13.37517641,4.687259177,4.410274619,3.978882147,3.657510261,2.131310916,1.579850253,1.493339993
Romania,ROU,GDP growth (annual %),9.307467171,-5.517394408,-3.90123628,2.007156244,2.077165007,3.514551804,3.4108091,3.871522323,4.800799906,7.111440633,3.953810542
Russian Federation,RUS,GDP growth (annual %),5.199969265,-7.799993913,4.5,4.300029186,3.700057055,1.80000014,0.699973678,-2.307706889,0.329280658,1.630185732,2.254804346
Rwanda,RWA,GDP growth (annual %),11.16125645,6.248238534,7.334655197,7.958358401,8.641557937,4.719830067,6.164100614,8.867939164,5.981332722,6.116655837,8.606705998
South Asia,SAS,GDP growth (annual %),3.237691099,7.134032162,7.703421078,5.137558062,5.501942162,6.087500816,6.99255791,7.480317555,7.706871473,6.926782565,6.662698102
Saudi Arabia,SAU,GDP growth (annual %),6.249772755,-2.059268194,5.039493675,9.996857794,5.411444902,2.699254721,3.652481701,4.106408869,1.670624757,-0.741502652,2.434110778
Sudan,SDN,GDP growth (annual %),7.801963334,3.241847572,3.469335093,-1.967728979,0.521559267,4.394711132,2.679411813,4.906045175,4.700000042,4.283071004,-2.320827321
Senegal,SEN,GDP growth (annual %),4.056375727,2.092527084,3.56274539,1.458388671,5.117394237,2.82210565,6.613074742,6.367263427,6.356396792,7.082922291,6.766293824
Singapore,SGP,GDP growth (annual %),1.868212395,0.12100381,14.52564666,6.262267762,4.449315805,4.815045038,3.900573228,2.892499228,2.962327259,3.699781577,3.139464543
Solomon Islands,SLB,GDP growth (annual %),7.106270238,-4.738346526,6.809045009,13.19563215,4.555394769,3.017849554,2.250090947,2.542239607,3.2209476,3.693618195,3.85471177
Sierra Leone,SLE,GDP growth (annual %),5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.211182649,3.446162621
El Salvador,SLV,GDP growth (annual %),2.570846686,-2.086120492,2.104283203,3.817056396,2.815501822,2.232142857,1.710709945,2.398973133,2.50702399,2.306557031,2.538949798
San Marino,SMR,GDP growth (annual %),1.650165017,-12.82467532,-4.655493482,-9.440104167,-7.54852624,-3.032659409,-0.9,0.6,2.2,1.5,
Somalia,SOM,GDP growth (annual %),,,,,,,,,,,
Serbia,SRB,GDP growth (annual %),5.655577865,-2.731753651,0.731043344,2.036275789,-0.681539139,2.892634162,-1.589509134,1.776324024,3.340332014,2.049304766,4.392237239
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),5.364064759,3.044091206,5.581162397,4.446132166,4.046876655,5.003320365,4.659037567,2.826280926,1.230901169,2.529799209,2.386729268
South Sudan,SSD,GDP growth (annual %),,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648282,-10.79336462,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),5.358058508,3.041041724,5.581426061,4.448567999,4.044836331,5.004043623,4.658926564,2.82779789,1.233311881,2.531170144,2.387689382
Small states,SST,GDP growth (annual %),6.260092543,0.82840615,7.059474214,6.482214814,3.167832405,2.57621335,2.538549834,2.674040572,1.866912465,1.921993465,2.026380052
Sao Tome and Principe,STP,GDP growth (annual %),8.186171817,2.426281345,6.67198532,4.398201685,3.141975852,4.814794386,6.5499331,3.798398936,4.172377734,3.871185947,2.657693757
Suriname,SUR,GDP growth (annual %),4.143406525,3.01369863,5.168825162,5.849367784,2.690350057,2.93344123,0.255503145,-3.411095864,-5.561193424,1.687083602,1.9
Slovak Republic,SVK,GDP growth (annual %),5.57488636,-5.455532237,5.720844799,2.864442948,1.895810812,0.670844582,2.752434331,4.821918506,2.123463221,3.04072834,4.033703043
Slovenia,SVN,GDP growth (annual %),3.509841226,-7.54843872,1.343748476,0.861329049,-2.639438729,-1.029283831,2.76815802,2.210081624,3.121699782,4.833382913,4.118217859
Sweden,SWE,GDP growth (annual %),-0.242293278,-4.236420514,6.189029435,3.052323529,-0.630974367,1.0878312,2.747287716,4.420799639,2.413038141,2.411851453,2.225238612
Eswatini,SWZ,GDP growth (annual %),0.821663887,1.565048937,3.793754698,2.247230019,5.391309223,3.862271875,0.913196469,2.312465693,1.26829648,2.024962849,2.35100982
Sint Maarten (Dutch part),SXM,GDP growth (annual %),,,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.50906595,0.43250626,-8.425883953,
Seychelles,SYC,GDP growth (annual %),-2.146892655,-1.105245793,5.954962469,7.887279597,1.260828834,6.018076825,4.504785244,4.937385619,4.503032666,4.332388099,3.627351583
Syrian Arab Republic,SYR,GDP growth (annual %),,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP growth (annual %),,,,,-2.53,1.36532085,6.70368436,5.941270828,4.399701715,4.275465839,5.282085494
Chad,TCD,GDP growth (annual %),3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.641330034
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),8.433063436,7.695165525,9.777122509,8.46886488,7.509363926,7.201447082,6.75958177,6.510313989,6.375400215,6.471667805,6.295084971
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),4.353246883,-4.871824406,4.764966355,5.801178804,3.335318035,3.632127924,2.343168585,1.238421911,1.949088533,4.144555362,3.151379091
Togo,TGO,GDP growth (annual %),4.062252828,5.537910972,6.099259161,6.398199052,6.543507031,6.112343078,5.920588571,5.742868453,5.559079306,4.357413915,4.91014754
Thailand,THA,GDP growth (annual %),1.725667908,-0.690733346,7.513590658,0.839959472,7.242786605,2.687379919,0.984414064,3.133896962,3.356488872,4.024085781,4.129226103
Tajikistan,TJK,GDP growth (annual %),7.910529533,3.89282113,6.520680751,7.400640543,7.486175224,7.400081256,6.705968168,6.008287872,6.872963797,7.617492691,7.300000287
Turkmenistan,TKM,GDP growth (annual %),14.7,6.100000115,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),4.066514005,-1.899899153,6.046729136,4.523372641,2.849670041,2.828033922,1.039305606,-0.41304292,-1.503127684,0.733141366,0.562073763
Timor-Leste,TLS,GDP growth (annual %),9.923218296,-6.041630271,-1.172063132,11.45790791,5.023124781,-11.086221,-25.90717227,20.62560288,0.706713575,-9.153987748,2.813982292
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),3.513155238,2.514080311,5.248076032,-1.01823439,2.781192961,1.662708893,2.112850252,0.958014158,7.725701591,2.886201364,
Tonga,TON,GDP growth (annual %),3.099519869,2.290612704,3.585657371,2.785145889,0.890322581,-3.120603658,2.072607261,3.71184687,3.37947375,2.7,0.299994245
South Asia (IDA & IBRD),TSA,GDP growth (annual %),3.237691099,7.134032162,7.703421078,5.137558062,5.501942162,6.087500816,6.99255791,7.480317555,7.706871473,6.926782565,6.662698102
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),5.358058508,3.041041724,5.581426061,4.448567999,4.044836331,5.004043623,4.658926564,2.82779789,1.233311881,2.531170144,2.387689382
Trinidad and Tobago,TTO,GDP growth (annual %),3.391737078,-4.391729247,3.32322471,-0.294354409,1.269964365,2.229074805,-0.912544969,1.823184697,-6.296446956,-2.312115621,-0.245213697
Tunisia,TUN,GDP growth (annual %),4.237776836,3.043448955,3.510608639,-1.91717768,3.997674002,2.875523842,2.971398345,1.194541753,1.262528588,1.824675328,2.482826838
Turkey,TUR,GDP growth (annual %),0.845251454,-4.70446591,8.487372139,11.11349557,4.789940281,8.491309299,5.166690718,6.085886616,3.183831547,7.470866886,2.82677612
Tuvalu,TUV,GDP growth (annual %),7.983260905,-4.432851394,-2.729427912,7.515954206,-3.835748821,4.576823704,1.348012682,9.142893933,3.034723153,4.094017717,2.5
Tanzania,TZA,GDP growth (annual %),5.68641686,5.269105248,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.785680114,5.444967632
Uganda,UGA,GDP growth (annual %),8.708751901,6.801517348,5.637599803,9.391667749,3.837455606,3.586905826,5.106307324,5.187859863,4.781000291,3.863023757,6.152354913
Ukraine,UKR,GDP growth (annual %),2.304028779,-14.75854536,3.834387699,5.465531905,0.238681306,-0.026729649,-6.552618891,-9.772973947,2.440994738,2.466053452,3.335489309
Upper middle income,UMC,GDP growth (annual %),5.858251614,1.519047794,7.516105898,6.243945066,5.105976581,4.969435995,4.047585816,3.201127279,3.471526912,4.314281962,3.966925346
Uruguay,URY,GDP growth (annual %),7.176144661,4.243494195,7.803409655,5.162133022,3.538178722,4.63753863,3.238791229,0.370741256,1.689798162,2.591338692,1.620083629
United States,USA,GDP growth (annual %),-0.136579805,-2.536757066,2.563766559,1.550835506,2.249545852,1.842081071,2.451973035,2.880910466,1.56721517,2.21701033,2.927322728
Uzbekistan,UZB,GDP growth (annual %),9.029161017,8.050933328,7.597167961,7.784829533,7.375643784,7.584581465,7.179408857,7.447673769,6.094196403,4.461539733,5.122118113
St. Vincent and the Grenadines,VCT,GDP growth (annual %),1.584471793,-2.099061259,-3.35352589,-0.419351482,1.382420411,1.832791965,1.21403892,1.330275498,1.897440944,1.000357879,2.163128944
"Venezuela, RB",VEN,GDP growth (annual %),5.277854124,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,-6.221371027,-17.0403346,-15.67140887,-19.62145259
British Virgin Islands,VGB,GDP growth (annual %),,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),0.941704036,-6.64149267,0.904116108,-8.158453195,-15.01925546,-5.83081571,-0.866217517,0.194174757,0.904392765,-1.696542894,
Vietnam,VNM,GDP growth (annual %),5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789,6.210811668,6.81224566,7.075788617
Vanuatu,VUT,GDP growth (annual %),6.448521358,3.312815802,1.629081596,1.223225535,1.754749927,1.96914608,2.331006215,0.2,3.5,4.4,3.2
World,WLD,GDP growth (annual %),1.850561496,-1.678924932,4.298922592,3.132980919,2.507634092,2.65436272,2.833185684,2.80594404,2.481500646,3.108815417,2.973629191
Samoa,WSM,GDP growth (annual %),1.009086658,-4.8082722,0.479158713,4.173394085,-4.088722796,-0.41884506,0.078245449,4.272189487,8.054157728,1.015561822,-2.168099125
Kosovo,XKX,GDP growth (annual %),2.642619224,3.597140955,3.308633011,4.377008308,2.809625684,3.441469102,1.222802578,4.095280929,4.070291964,4.226087389,3.813313541
"Yemen, Rep.",YEM,GDP growth (annual %),3.64756947,3.866229516,7.70230704,-12.7148969,2.392990209,4.823519067,-0.188690232,-16.67846313,-13.62145844,-5.942319504,-2.701474865
South Africa,ZAF,GDP growth (annual %),3.191046741,-1.538089334,3.039730814,3.284168142,2.213354808,2.4852005,1.846991604,1.193732801,0.39908793,1.414512626,0.78705557
Zambia,ZMB,GDP growth (annual %),7.773895815,9.220348406,10.29820585,5.564624717,7.597616969,5.059376378,4.695826373,2.91988111,3.757177805,3.403168851,3.794900917
Zimbabwe,ZWE,GDP growth (annual %),-17.66894629,12.01955993,19.67532314,14.19391296,16.66542877,1.989492762,2.376929327,1.779872703,0.755869251,4.704035348,6.159189798
